L.p.,$\alpha [dz]$,$\alpha_{max} [dz]$,$U_{V zakr} [V]$,$U_V [V]$,$R_V [\Omega]$,$R_W [\Omega]$,$\Delta m_U [V]$,$\delta m_U [V]$,$\Delta U_V [V]$,$\delta U_V [%]$,$U_V \pm \Delta U_V [V]$,$ (U_V + \Delta m_U) \pm \Delta U_V [V]$
0,50,75,7.5,5.0,7500,0,0.0,-0.0,0.25,0.05,0.25±0.01 V, 5.00±0.25
1,50,75,7.5,5.0,7500,10,0.006666666666666667,-0.0013315579227696406,0.25,0.05,5.00±0.25 V, 5.01±0.25
2,50,75,7.5,5.0,7500,100,0.06666666666666667,-0.013157894736842105,0.25,0.05,5.00±0.25 V, 5.07±0.25
3,44,75,7.5,4.4,7500,1000,0.5866666666666667,-0.11764705882352941,0.22,0.049999999999999996,4.4±0.2 V, 5.0±0.2
4,22,75,7.5,2.2,7500,10000,2.933333333333333,-0.5714285714285714,0.11,0.049999999999999996,2.2±0.1 V, 5.1±0.1
5,4,75,7.5,0.4,7500,100000,5.333333333333333,-0.9302325581395349,0.02,0.049999999999999996,0.4±0.02 V, 5.7±0.02


0, 50, 75, , 5.0, 7500, 0, 0.00, -0.00, 0.25,    0.25±0.01 V, 5.00±0.25 V
1, 50, 75, , 5.0, 7500, 10, 0.01, -0.00, 0.25,   5.00±0.25 V, 5.01±0.25 V
2, 50, 75, , 5.0, 7500, 100, 0.07, -0.01, 0.25,  5.00±0.25 V, 5.07±0.25 V
3, 44, 75, , 4.4, 7500, 1000, 0.59, -0.12, 0.22, 4.4±0.2 V, 5.0±0.2 V
4, 22, 75, , 2.2, 7500, 10000, 2.9, -0.57, 0.11, 2.2±0.1 V, 5.1±0.1 V
5, 4, 75, , 0.4, 7500, 100000, 5.3, -0.93, 0.02, 0.4±0.02 V, 5.7±0.02 V
